DRG Description,IP CHARGE,UNITEDHEALTHCARE ESSENTIAL PLANS 1 - 4
Alcohol & drug dependence w rehab or rehab/detox therapy,,9016.626218
Alcohol & drug dependence w rehab or rehab/detox therapy,,9016.626218
Alcohol & drug dependence w rehab or rehab/detox therapy,,9850.08662
Opioid abuse & dependence,,3833.88192
Opioid abuse & dependence,,4931.589988
Opioid abuse & dependence,,10201.58587
Opioid abuse & dependence,,11593.45644
Cocaine abuse & dependence,,4907.49193
Cocaine abuse & dependence,,4949.040305
Cocaine abuse & dependence,,7509.251173
Cocaine abuse & dependence,,9181.157783
Alcohol abuse & dependence,,4580.921703
Alcohol abuse & dependence,,6191.336718
Alcohol abuse & dependence,,11030.06047
Alcohol abuse & dependence,,33357.32623
Other drug abuse & dependence,,5135.177025
Other drug abuse & dependence,,5388.622113
Other drug abuse & dependence,,5942.877435
Other drug abuse & dependence,,5942.877435
O.R. procedure for other complications of treatment,,7835.8214
O.R. procedure for other complications of treatment,,12616.37743
O.R. procedure for other complications of treatment,,23010.11892
O.R. procedure for other complications of treatment,,55721.98552
Allergic reactions,,3606.196825
Allergic reactions,,4711.3836
Allergic reactions,,9492.770595
Allergic reactions,,20410.02161
Poisoning of medicinal agents,,4192.028913
Poisoning of medicinal agents,,5295.553753
Poisoning of medicinal agents,,8434.118
Poisoning of medicinal agents,,18957.49042
Other complications of treatment,,4923.280313
Other complications of treatment,,6498.794693
Other complications of treatment,,10246.45812
Other complications of treatment,,22507.38358
"Other injury, poisoning & toxic effect diagnoses",,3791.502578
"Other injury, poisoning & toxic effect diagnoses",,5924.59615
"Other injury, poisoning & toxic effect diagnoses",,9552.600255
"Other injury, poisoning & toxic effect diagnoses",,23262.73304
Toxic effects of non-medicinal substances,,4511.9514
Toxic effects of non-medicinal substances,,5495.81692
Toxic effects of non-medicinal substances,,8110.871643
Toxic effects of non-medicinal substances,,18189.67645
Extensive 3rd degree burns w skin graft,,45385.58079
Extensive 3rd degree burns w skin graft,,59637.50438
Extensive 3rd degree burns w skin graft,,122466.9571
Extensive 3rd degree burns w skin graft,,156499.231
Burns with skin graft except extensive 3rd degree burns,,18698.22856
Burns with skin graft except extensive 3rd degree burns,,24342.15982
Burns with skin graft except extensive 3rd degree burns,,37048.48386
Burns with skin graft except extensive 3rd degree burns,,72565.69675
Extensive 3rd degree or full thickness burns w/o skin graft,,17170.9103
Extensive 3rd degree or full thickness burns w/o skin graft,,17170.9103
Extensive 3rd degree or full thickness burns w/o skin graft,,17170.9103
Extensive 3rd degree or full thickness burns w/o skin graft,,17170.9103
Partial thickness burns without skin graft,,6184.688978
Partial thickness burns without skin graft,,9627.38733
Partial thickness burns without skin graft,,16428.85632
Partial thickness burns without skin graft,,42999.8731
"Procedure w diag of rehab, aftercare or oth contact w health service",,10437.58064
"Procedure w diag of rehab, aftercare or oth contact w health service",,14564.99622
"Procedure w diag of rehab, aftercare or oth contact w health service",,27690.12788
"Procedure w diag of rehab, aftercare or oth contact w health service",,64164.61532
Rehabilitation,,13522.132
Rehabilitation,,15695.94298
Rehabilitation,,20501.42804
Rehabilitation,,20501.42804
"Signs, symptoms & other factors influencing health status",,4530.232685
"Signs, symptoms & other factors influencing health status",,6026.805153
"Signs, symptoms & other factors influencing health status",,9579.191215
"Signs, symptoms & other factors influencing health status",,18158.09969
Other aftercare & convalescence,,5044.601568
Other aftercare & convalescence,,6885.19458
Other aftercare & convalescence,,10995.9908
Other aftercare & convalescence,,18592.69569
Neonatal aftercare,,8355.176088
Neonatal aftercare,,18980.75751
Neonatal aftercare,,35286.83276
Neonatal aftercare,,44822.18483
HIV w multiple major HIV related conditions,,10042.04011
HIV w multiple major HIV related conditions,,10055.33559
HIV w multiple major HIV related conditions,,16793.65105
HIV w multiple major HIV related conditions,,32253.80139
HIV w major HIV related condition,,6773.013968
HIV w major HIV related condition,,8542.974743
HIV w major HIV related condition,,11670.73641
HIV w major HIV related condition,,20188.15329
HIV w multiple significant HIV related conditions,,7289.875753
HIV w multiple significant HIV related conditions,,8471.511538
HIV w multiple significant HIV related conditions,,12858.18897
HIV w multiple significant HIV related conditions,,13099.16955
HIV w one signif HIV cond or w/o signif related cond,,5889.695515
HIV w one signif HIV cond or w/o signif related cond,,7121.18935
HIV w one signif HIV cond or w/o signif related cond,,10421.79226
HIV w one signif HIV cond or w/o signif related cond,,10421.79226
Craniotomy for multiple significant trauma,,32028.6092
Craniotomy for multiple significant trauma,,32028.6092
Craniotomy for multiple significant trauma,,33006.65794
Craniotomy for multiple significant trauma,,60473.45769
Extensive abdominal/thoracic procedures for mult significant trauma,,16339.9428
Extensive abdominal/thoracic procedures for mult significant trauma,,16339.9428
Extensive abdominal/thoracic procedures for mult significant trauma,,22087.74499
Extensive abdominal/thoracic procedures for mult significant trauma,,54721.50065
Musculoskeletal & other procedures for multiple significant trauma,,20433.2887
Musculoskeletal & other procedures for multiple significant trauma,,20448.24612
Musculoskeletal & other procedures for multiple significant trauma,,33491.94296
Musculoskeletal & other procedures for multiple significant trauma,,63748.30061
Multiple significant trauma w/o O.R. procedure,,8117.519383
Multiple significant trauma w/o O.R. procedure,,8155.743888
Multiple significant trauma w/o O.R. procedure,,13940.93962
Multiple significant trauma w/o O.R. procedure,,31152.76945
Extensive procedure unrelated to principal diagnosis,,12110.31822
Extensive procedure unrelated to principal diagnosis,,18729.80533
Extensive procedure unrelated to principal diagnosis,,33981.38282
Extensive procedure unrelated to principal diagnosis,,68216.41285
Moderately extensive procedure unrelated to principal diagnosis,,8443.258643
Moderately extensive procedure unrelated to principal diagnosis,,12344.65106
Moderately extensive procedure unrelated to principal diagnosis,,23323.39367
Moderately extensive procedure unrelated to principal diagnosis,,52933.25859
Nonextensive procedure unrelated to principal diagnosis,,7311.480908
Nonextensive procedure unrelated to principal diagnosis,,10729.25024
Nonextensive procedure unrelated to principal diagnosis,,21097.23173
Nonextensive procedure unrelated to principal diagnosis,,50078.88523
"ECMO OR TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NECK WITH MAJOR O.R. PROCEDURES",207441.56,
"TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NECK WITHOUT MAJOR O.R. PROCEDURES",144144.14,
"TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITH MCC",142218.51,
"TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITH CC",135538.29,
"TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITHOUT CC/MCC",,
ALLOGENEIC BONE MARROW TRANSPLANT,,
AUTOLOGOUS BONE MARROW TRANSPLANT WITH CC/MCC,,
AUTOLOGOUS BONE MARROW TRANSPLANT WITHOUT CC/MCC,,
CHIMERIC ANTIGEN RECEPTOR (CAR) T-CELL IMMUNOTHERAPY,,
SIMULTANEOUS PANCREAS AND KIDNEY TRANSPLANT WITH HEMODIALYSIS,,
INTRACRANIAL VASCULAR PROCEDURES WITH PRINCIPAL DIAGNOSIS HEMORRHAGE WITH MCC,,
INTRACRANIAL VASCULAR PROCEDURES WITH PRINCIPAL DIAGNOSIS HEMORRHAGE WITH CC,136238.6,
INTRACRANIAL VASCULAR PROCEDURES WITH PRINCIPAL DIAGNOSIS HEMORRHAGE WITHOUT CC/MCC,,
CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITH MCC OR CHEMOTHERAPY IMPLANT OR EPILEPSY WITH NEUROSTIMULATOR,74156,
CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITHOUT MCC,76854,
CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC,84845.28,
CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC,45876.03,
CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC,40078.56,
SPINAL PROCEDURES WITH MCC,,
SPINAL PROCEDURES WITH CC OR SPINAL NEUROSTIMULATORS,,
SPINAL PROCEDURES WITHOUT CC/MCC,,
VENTRICULAR SHUNT PROCEDURES WITH MCC,,
VENTRICULAR SHUNT PROCEDURES WITH CC,,
VENTRICULAR SHUNT PROCEDURES WITHOUT CC/MCC,,
CAROTID ARTERY STENT PROCEDURES WITH MCC,79677,
CAROTID ARTERY STENT PROCEDURES WITH CC,82481,
CAROTID ARTERY STENT PROCEDURES WITHOUT CC/MCC,,
EXTRACRANIAL PROCEDURES WITH MCC,41845.02,
EXTRACRANIAL PROCEDURES WITH CC,45919.84,
EXTRACRANIAL PROCEDURES WITHOUT CC/MCC,25789.94,
"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH MCC",39812,
"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH CC OR PERIPHERAL NEUROSTIMULATOR",34151.28,
"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITHOUT CC/MCC",16245.2,
SPINAL DISORDERS AND INJURIES WITH CC/MCC,44669,
SPINAL DISORDERS AND INJURIES WITHOUT CC/MCC,13322,
NERVOUS SYSTEM NEOPLASMS WITH MCC,18945,
NERVOUS SYSTEM NEOPLASMS WITHOUT MCC,24967,
DEGENERATIVE NERVOUS SYSTEM DISORDERS WITH MCC,43676,
DEGENERATIVE NERVOUS SYSTEM DISORDERS WITHOUT MCC,36360,
MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITH MCC,,
MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITH CC,18068,
MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITHOUT CC/MCC,15111,
"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WITH MCC",68595,
"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WITH CC",53980,
"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WITHOUT CC/MCC",46372,
INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,32785,
INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,20461,
INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITHOUT CC/MCC,15126,
NONSPECIFIC CVA AND PRECEREBRAL OCCLUSION WITHOUT INFARCTION WITH MCC,,
NONSPECIFIC CVA AND PRECEREBRAL OCCLUSION WITHOUT INFARCTION WITHOUT MCC,2510,
TRANSIENT ISCHEMIA WITHOUT THROMBOLYTIC,11717,
NONSPECIFIC CEREBROVASCULAR DISORDERS WITH MCC,28407,
NONSPECIFIC CEREBROVASCULAR DISORDERS WITH CC,17025,
NONSPECIFIC CEREBROVASCULAR DISORDERS WITHOUT CC/MCC,16366,
CRANIAL AND PERIPHERAL NERVE DISORDERS WITH MCC,77463,
CRANIAL AND PERIPHERAL NERVE DISORDERS WITHOUT MCC,10929,
VIRAL MENINGITIS WITH CC/MCC,28186,
VIRAL MENINGITIS WITHOUT CC/MCC,13301,
HYPERTENSIVE ENCEPHALOPATHY WITH MCC,29235,
HYPERTENSIVE ENCEPHALOPATHY WITH CC,14120,
HYPERTENSIVE ENCEPHALOPATHY WITHOUT CC/MCC,,
NONTRAUMATIC STUPOR AND COMA WITH MCC,,
NONTRAUMATIC STUPOR AND COMA WITHOUT MCC,30950,
TRAUMATIC STUPOR AND COMA >1 HOUR WITH MCC,26227,
TRAUMATIC STUPOR AND COMA >1 HOUR WITH CC,22391.5,
TRAUMATIC STUPOR AND COMA >1 HOUR WITHOUT CC/MCC,17067,
TRAUMATIC STUPOR AND COMA <1 HOUR WITH MCC,24836,
TRAUMATIC STUPOR AND COMA <1 HOUR WITH CC,22386,
TRAUMATIC STUPOR AND COMA <1 HOUR WITHOUT CC/MCC,13391,
CONCUSSION WITH MCC,,
CONCUSSION WITH CC,22284.5,
CONCUSSION WITHOUT CC/MCC,13179,
OTHER DISORDERS OF NERVOUS SYSTEM WITH MCC,15228,
OTHER DISORDERS OF NERVOUS SYSTEM WITH CC,12560,
OTHER DISORDERS OF NERVOUS SYSTEM WITHOUT CC/MCC,7947,
BACTERIAL AND TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITH MCC,20333,
BACTERIAL AND TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITH CC,64637,
BACTERIAL AND TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITHOUT CC/MCC,,
NON-BACTERIAL INFECTION OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS WITH MCC,63991,
NON-BACTERIAL INFECTION OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS WITH CC,25430,
NON-BACTERIAL INFECTION OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS WITHOUT CC/MCC,12409,
SEIZURES WITH MCC,21590,
SEIZURES WITHOUT MCC,10799,
HEADACHES WITH MCC,,
HEADACHES WITHOUT MCC,10714,
ORBITAL PROCEDURES WITH CC/MCC,26808.13,
ORBITAL PROCEDURES WITHOUT CC/MCC,16796.36,
EXTRAOCULAR PROCEDURES EXCEPT ORBIT,8424.22,
INTRAOCULAR PROCEDURES WITH CC/MCC,,
INTRAOCULAR PROCEDURES WITHOUT CC/MCC,,
ACUTE MAJOR EYE INFECTIONS WITH CC/MCC,25362,
ACUTE MAJOR EYE INFECTIONS WITHOUT CC/MCC,8445,
NEUROLOGICAL EYE DISORDERS,12833,
OTHER DISORDERS OF THE EYE WITH MCC,,
OTHER DISORDERS OF THE EYE WITHOUT MCC,12226,
SINUS AND MASTOID PROCEDURES WITH CC/MCC,,
SINUS AND MASTOID PROCEDURES WITHOUT CC/MCC,,
MOUTH PROCEDURES WITH CC/MCC,18255.22,
MOUTH PROCEDURES WITHOUT CC/MCC,20189.62,
SALIVARY GLAND PROCEDURES,,
MAJOR HEAD AND NECK PROCEDURES WITH MCC,,
MAJOR HEAD AND NECK PROCEDURES WITH CC,,
MAJOR HEAD AND NECK PROCEDURES WITHOUT CC/MCC,,
"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITH MCC",,
"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITH CC",,
"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITHOUT CC/MCC",,
"EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITH MCC",,
"EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITH CC",,
"EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITHOUT CC/MCC",,
DYSEQUILIBRIUM,11361,
EPISTAXIS WITH MCC,20896,
EPISTAXIS WITHOUT MCC,8744.5,
OTITIS MEDIA AND URI WITH MCC,6503,
OTITIS MEDIA AND URI WITHOUT MCC,8213,
"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH MCC",9329,
"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH CC",14243,
"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITHOUT CC/MCC",10430,
DENTAL AND ORAL DISEASES WITH MCC,12351,
DENTAL AND ORAL DISEASES WITH CC,13015,
DENTAL AND ORAL DISEASES WITHOUT CC/MCC,11225,
MAJOR CHEST PROCEDURES WITH MCC,54281,
MAJOR CHEST PROCEDURES WITH CC,56259,
MAJOR CHEST PROCEDURES WITHOUT CC/MCC,43123.05,
OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH MCC,51957.28,
OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH CC,28937,
OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,61866,
PULMONARY EMBOLISM WITH MCC OR ACUTE COR PULMONALE,26852,
PULMONARY EMBOLISM WITHOUT MCC,14810,
RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,29483,
RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,18167,
RESPIRATORY INFECTIONS AND INFLAMMATIONS WITHOUT CC/MCC,10504,
RESPIRATORY NEOPLASMS WITH MCC,45790,
RESPIRATORY NEOPLASMS WITH CC,29232.5,
RESPIRATORY NEOPLASMS WITHOUT CC/MCC,3628,
MAJOR CHEST TRAUMA WITH MCC,34400,
MAJOR CHEST TRAUMA WITH CC,19317,
MAJOR CHEST TRAUMA WITHOUT CC/MCC,13252,
PLEURAL EFFUSION WITH MCC,41456,
PLEURAL EFFUSION WITH CC,12848,
PLEURAL EFFUSION WITHOUT CC/MCC,9688.5,
PULMONARY EDEMA AND RESPIRATORY FAILURE,27135,
CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,22003,
CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC,17026,
CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITHOUT CC/MCC,12632,
SIMPLE PNEUMONIA AND PLEURISY WITH MCC,23905,
SIMPLE PNEUMONIA AND PLEURISY WITH CC,13492,
SIMPLE PNEUMONIA AND PLEURISY WITHOUT CC/MCC,8888,
INTERSTITIAL LUNG DISEASE WITH MCC,26123,
INTERSTITIAL LUNG DISEASE WITH CC,9109,
INTERSTITIAL LUNG DISEASE WITHOUT CC/MCC,,
PNEUMOTHORAX WITH MCC,20449,
PNEUMOTHORAX WITH CC,13417.5,
PNEUMOTHORAX WITHOUT CC/MCC,10648,
BRONCHITIS AND ASTHMA WITH CC/MCC,14967,
BRONCHITIS AND ASTHMA WITHOUT CC/MCC,13789,
RESPIRATORY SIGNS AND SYMPTOMS,15516,
OTHER RESPIRATORY SYSTEM DIAGNOSES WITH MCC,24139.5,
OTHER RESPIRATORY SYSTEM DIAGNOSES WITHOUT MCC,6618,
RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT >96 HOURS,71891,
RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,36174,
OTHER HEART ASSIST SYSTEM IMPLANT,121558,
CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WITH MCC,,
CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WITH CC,,
CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WITHOUT CC/MCC,,
CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC,,
CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH CC,,
CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITHOUT CC/MCC,,
"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITH AMI, HF OR SHOCK WITH MCC",162209,
"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITH AMI, HF OR SHOCK WITHOUT MCC",,
"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITHOUT AMI, HF OR SHOCK WITH MCC",208029,
"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITHOUT AMI, HF OR SHOCK WITHOUT MCC",165473,
CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATHETERIZATION WITH MCC,155042,
CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,139411,
OTHER CARDIOTHORACIC PROCEDURES WITH MCC,27986,
OTHER CARDIOTHORACIC PROCEDURES WITHOUT MCC,,
CORONARY BYPASS WITH PTCA WITH MCC,,
CORONARY BYPASS WITH PTCA WITHOUT MCC,,
CORONARY BYPASS WITH CARDIAC CATHETERIZATION WITH MCC,,
CORONARY BYPASS WITH CARDIAC CATHETERIZATION WITHOUT MCC,,
CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITH MCC,,
CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,,
AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH MCC,83005.52,
AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH CC,39661.76,
AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITHOUT CC/MCC,,
PERMANENT CARDIAC PACEMAKER IMPLANT WITH MCC,65089,
PERMANENT CARDIAC PACEMAKER IMPLANT WITH CC,71928,
PERMANENT CARDIAC PACEMAKER IMPLANT WITHOUT CC/MCC,67055,
AICD GENERATOR PROCEDURES,114230.66,
PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES OR STENTS,50139,
PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITHOUT MCC,42526,
PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH NON-DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES OR STENTS,,
PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH NON-DRUG-ELUTING STENT WITHOUT MCC,42599,
PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT CORONARY ARTERY STENT WITH MCC,34973,
PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT CORONARY ARTERY STENT WITHOUT MCC,34417.5,
OTHER VASCULAR PROCEDURES WITH MCC,95314,
OTHER VASCULAR PROCEDURES WITH CC,50889.88,
OTHER VASCULAR PROCEDURES WITHOUT CC/MCC,26433.48,
UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH MCC,,
UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH CC,41037.36,
UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITHOUT CC/MCC,,
CARDIAC PACEMAKER DEVICE REPLACEMENT WITH MCC,39354,
CARDIAC PACEMAKER DEVICE REPLACEMENT WITHOUT MCC,45384,
CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH MCC,52261,
CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH CC,83846,
CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITHOUT CC/MCC,,
VEIN LIGATION AND STRIPPING,,
OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,22321,
AICD LEAD PROCEDURES,,
ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,,
ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,,
AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITH MCC,60583,
AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITHOUT MCC,213467.07,
OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH MCC,67910,
OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH CC,26984,
OTHER MAJOR CARDIOVASCULAR PROCEDURES WITHOUT CC/MCC,35250.37,
PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITH MCC,,
PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITHOUT MCC,,
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",25173,
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",17722,
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",15825,
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",23582,
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH CC",11315,
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITHOUT CC/MCC",6966,
"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",30189,
"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",20875,
ACUTE AND SUBACUTE ENDOCARDITIS WITH MCC,96996,
ACUTE AND SUBACUTE ENDOCARDITIS WITH CC,,
ACUTE AND SUBACUTE ENDOCARDITIS WITHOUT CC/MCC,,
HEART FAILURE AND SHOCK WITH MCC,18149,
HEART FAILURE AND SHOCK WITH CC,13834,
HEART FAILURE AND SHOCK WITHOUT CC/MCC,10405,
DEEP VEIN THROMBOPHLEBITIS WITH CC/MCC,8596,
DEEP VEIN THROMBOPHLEBITIS WITHOUT CC/MCC,,
"CARDIAC ARREST, UNEXPLAINED WITH MCC",20595.3,
"CARDIAC ARREST, UNEXPLAINED WITH CC",17339,
"CARDIAC ARREST, UNEXPLAINED WITHOUT CC/MCC",,
PERIPHERAL VASCULAR DISORDERS WITH MCC,23717,
PERIPHERAL VASCULAR DISORDERS WITH CC,17796,
PERIPHERAL VASCULAR DISORDERS WITHOUT CC/MCC,10568,
ATHEROSCLEROSIS WITH MCC,16220,
ATHEROSCLEROSIS WITHOUT MCC,8883,
HYPERTENSION WITH MCC,10711,
HYPERTENSION WITHOUT MCC,11181,
CARDIAC CONGENITAL AND VALVULAR DISORDERS WITH MCC,,
CARDIAC CONGENITAL AND VALVULAR DISORDERS WITHOUT MCC,11287,
CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,15216,
CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,12258,
CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,9225,
ANGINA PECTORIS,12757,
SYNCOPE AND COLLAPSE,12874,
CHEST PAIN,9479,
OTHER CIRCULATORY SYSTEM DIAGNOSES WITH MCC,36422,
OTHER CIRCULATORY SYSTEM DIAGNOSES WITH CC,9333,
OTHER CIRCULATORY SYSTEM DIAGNOSES WITHOUT CC/MCC,8291,
OTHER ENDOVASCULAR CARDIAC VALVE PROCEDURES WITH MCC,,
OTHER ENDOVASCULAR CARDIAC VALVE PROCEDURES WITHOUT MCC,,
"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH MCC",101165.17,
"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH CC",51393.5,
"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITHOUT CC/MCC",16273.94,
MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC,60299.82,
MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,61653.24,
MAJOR SMALL AND LARGE BOWEL PROCEDURES WITHOUT CC/MCC,34714.82,
RECTAL RESECTION WITH MCC,,
RECTAL RESECTION WITH CC,,
RECTAL RESECTION WITHOUT CC/MCC,,
PERITONEAL ADHESIOLYSIS WITH MCC,114458.67,
PERITONEAL ADHESIOLYSIS WITH CC,40323.86,
PERITONEAL ADHESIOLYSIS WITHOUT CC/MCC,22811.8,
APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITH MCC,,
APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITH CC,35500.86,
APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,28137.08,
