DRG Description	 IP CHARGE 	 UNITEDHEALTHCARE ESSENTIAL PLANS 1 - 4 
HIV w one signif HIV cond or w/o signif related cond		5889.7
HIV w one signif HIV cond or w/o signif related cond		7121.19
HIV w one signif HIV cond or w/o signif related cond		10421.79
HIV w one signif HIV cond or w/o signif related cond		10421.79
Craniotomy for multiple significant trauma		32028.61
Craniotomy for multiple significant trauma		32028.61
Craniotomy for multiple significant trauma		33006.66
Craniotomy for multiple significant trauma		60473.46
Extensive abdominal/thoracic procedures for mult significant trauma		16339.94
Extensive abdominal/thoracic procedures for mult significant trauma		16339.94
Extensive abdominal/thoracic procedures for mult significant trauma		22087.74
Extensive abdominal/thoracic procedures for mult significant trauma		54721.5
Musculoskeletal & other procedures for multiple significant trauma		20433.29
Musculoskeletal & other procedures for multiple significant trauma		20448.25
Musculoskeletal & other procedures for multiple significant trauma		33491.94
Musculoskeletal & other procedures for multiple significant trauma		63748.3
Multiple significant trauma w/o O.R. procedure		8117.52
Multiple significant trauma w/o O.R. procedure		8155.74
Multiple significant trauma w/o O.R. procedure		13940.94
Multiple significant trauma w/o O.R. procedure		31152.77
Extensive procedure unrelated to principal diagnosis		12110.32
Extensive procedure unrelated to principal diagnosis		18729.81
Extensive procedure unrelated to principal diagnosis		33981.38
Extensive procedure unrelated to principal diagnosis		68216.41
Moderately extensive procedure unrelated to principal diagnosis		8443.26
Moderately extensive procedure unrelated to principal diagnosis		12344.65
Moderately extensive procedure unrelated to principal diagnosis		23323.39
Moderately extensive procedure unrelated to principal diagnosis		52933.26
Nonextensive procedure unrelated to principal diagnosis		7311.48
Nonextensive procedure unrelated to principal diagnosis		10729.25
Nonextensive procedure unrelated to principal diagnosis		21097.23
Nonextensive procedure unrelated to principal diagnosis		50078.89
"ECMO OR TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NECK WITH MAJOR O.R. PROCEDURES"	207441.56	
"TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NECK WITHOUT MAJOR O.R. PROCEDURES"	144144.14	
"TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITH MCC"	142218.51	
"TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITH CC"	135538.29	
"TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITHOUT CC/MCC"		
ALLOGENEIC BONE MARROW TRANSPLANT		
AUTOLOGOUS BONE MARROW TRANSPLANT WITH CC/MCC		
AUTOLOGOUS BONE MARROW TRANSPLANT WITHOUT CC/MCC		
CHIMERIC ANTIGEN RECEPTOR (CAR) T-CELL IMMUNOTHERAPY		
SIMULTANEOUS PANCREAS AND KIDNEY TRANSPLANT WITH HEMODIALYSIS		
INTRACRANIAL VASCULAR PROCEDURES WITH PRINCIPAL DIAGNOSIS HEMORRHAGE WITH MCC		
INTRACRANIAL VASCULAR PROCEDURES WITH PRINCIPAL DIAGNOSIS HEMORRHAGE WITH CC	136238.6	
INTRACRANIAL VASCULAR PROCEDURES WITH PRINCIPAL DIAGNOSIS HEMORRHAGE WITHOUT CC/MCC		
CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITH MCC OR CHEMOTHERAPY IMPLANT OR EPILEPSY WITH NEUROSTIMULATOR	74156	
CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITHOUT MCC	76854	
CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC	84845.28	
CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC	45876.03	
CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC	40078.56	
SPINAL PROCEDURES WITH MCC		
SPINAL PROCEDURES WITH CC OR SPINAL NEUROSTIMULATORS		
SPINAL PROCEDURES WITHOUT CC/MCC		
VENTRICULAR SHUNT PROCEDURES WITH MCC		
VENTRICULAR SHUNT PROCEDURES WITH CC		
VENTRICULAR SHUNT PROCEDURES WITHOUT CC/MCC		
CAROTID ARTERY STENT PROCEDURES WITH MCC	79677	
CAROTID ARTERY STENT PROCEDURES WITH CC	82481	
CAROTID ARTERY STENT PROCEDURES WITHOUT CC/MCC		
EXTRACRANIAL PROCEDURES WITH MCC	41845.02	
EXTRACRANIAL PROCEDURES WITH CC	45919.84	
EXTRACRANIAL PROCEDURES WITHOUT CC/MCC	25789.94	
"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH MCC"	39812	
"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH CC OR PERIPHERAL NEUROSTIMULATOR"	34151.28	
"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITHOUT CC/MCC"	16245.2	
SPINAL DISORDERS AND INJURIES WITH CC/MCC	44669	
SPINAL DISORDERS AND INJURIES WITHOUT CC/MCC	13322	
NERVOUS SYSTEM NEOPLASMS WITH MCC	18945	
NERVOUS SYSTEM NEOPLASMS WITHOUT MCC	24967	
DEGENERATIVE NERVOUS SYSTEM DISORDERS WITH MCC	43676	
DEGENERATIVE NERVOUS SYSTEM DISORDERS WITHOUT MCC	36360	
MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITH MCC		
MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITH CC	18068	
MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITHOUT CC/MCC	15111	
"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WITH MCC"	68595	
"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WITH CC"	53980	
"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WITHOUT CC/MCC"	46372	
INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC	32785	
INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS	20461	
INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITHOUT CC/MCC	15126	
NONSPECIFIC CVA AND PRECEREBRAL OCCLUSION WITHOUT INFARCTION WITH MCC		
NONSPECIFIC CVA AND PRECEREBRAL OCCLUSION WITHOUT INFARCTION WITHOUT MCC	2510	
TRANSIENT ISCHEMIA WITHOUT THROMBOLYTIC	11717	
NONSPECIFIC CEREBROVASCULAR DISORDERS WITH MCC	28407	
NONSPECIFIC CEREBROVASCULAR DISORDERS WITH CC	17025	
NONSPECIFIC CEREBROVASCULAR DISORDERS WITHOUT CC/MCC	16366	
CRANIAL AND PERIPHERAL NERVE DISORDERS WITH MCC	77463	
CRANIAL AND PERIPHERAL NERVE DISORDERS WITHOUT MCC	10929	
VIRAL MENINGITIS WITH CC/MCC	28186	
VIRAL MENINGITIS WITHOUT CC/MCC	13301	
HYPERTENSIVE ENCEPHALOPATHY WITH MCC	29235	
HYPERTENSIVE ENCEPHALOPATHY WITH CC	14120	
HYPERTENSIVE ENCEPHALOPATHY WITHOUT CC/MCC		
NONTRAUMATIC STUPOR AND COMA WITH MCC		
NONTRAUMATIC STUPOR AND COMA WITHOUT MCC	30950	
TRAUMATIC STUPOR AND COMA >1 HOUR WITH MCC	26227	
TRAUMATIC STUPOR AND COMA >1 HOUR WITH CC	22391.5	
TRAUMATIC STUPOR AND COMA >1 HOUR WITHOUT CC/MCC	17067	
TRAUMATIC STUPOR AND COMA <1 HOUR WITH MCC	24836	
TRAUMATIC STUPOR AND COMA <1 HOUR WITH CC	22386	
TRAUMATIC STUPOR AND COMA <1 HOUR WITHOUT CC/MCC	13391	
CONCUSSION WITH MCC		
CONCUSSION WITH CC	22284.5	
CONCUSSION WITHOUT CC/MCC	13179	
OTHER DISORDERS OF NERVOUS SYSTEM WITH MCC	15228	
OTHER DISORDERS OF NERVOUS SYSTEM WITH CC	12560	
OTHER DISORDERS OF NERVOUS SYSTEM WITHOUT CC/MCC	7947	
BACTERIAL AND TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITH MCC	20333	
BACTERIAL AND TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITH CC	64637	
BACTERIAL AND TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITHOUT CC/MCC		
NON-BACTERIAL INFECTION OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS WITH MCC	63991	
NON-BACTERIAL INFECTION OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS WITH CC	25430	
NON-BACTERIAL INFECTION OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS WITHOUT CC/MCC	12409	
SEIZURES WITH MCC	21590	
SEIZURES WITHOUT MCC	10799	
HEADACHES WITH MCC		
HEADACHES WITHOUT MCC	10714	
ORBITAL PROCEDURES WITH CC/MCC	26808.13	
ORBITAL PROCEDURES WITHOUT CC/MCC	16796.36	
EXTRAOCULAR PROCEDURES EXCEPT ORBIT	8424.22	
INTRAOCULAR PROCEDURES WITH CC/MCC		
INTRAOCULAR PROCEDURES WITHOUT CC/MCC		
ACUTE MAJOR EYE INFECTIONS WITH CC/MCC	25362	
ACUTE MAJOR EYE INFECTIONS WITHOUT CC/MCC	8445	
NEUROLOGICAL EYE DISORDERS	12833	
OTHER DISORDERS OF THE EYE WITH MCC		
OTHER DISORDERS OF THE EYE WITHOUT MCC	12226	
SINUS AND MASTOID PROCEDURES WITH CC/MCC		
SINUS AND MASTOID PROCEDURES WITHOUT CC/MCC		
MOUTH PROCEDURES WITH CC/MCC	18255.22	
MOUTH PROCEDURES WITHOUT CC/MCC	20189.62	
SALIVARY GLAND PROCEDURES		
MAJOR HEAD AND NECK PROCEDURES WITH MCC		
MAJOR HEAD AND NECK PROCEDURES WITH CC		
MAJOR HEAD AND NECK PROCEDURES WITHOUT CC/MCC		
"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITH MCC"		
"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITH CC"		
"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITHOUT CC/MCC"		
"EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITH MCC"		
"EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITH CC"		
"EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITHOUT CC/MCC"		
DYSEQUILIBRIUM	11361	
EPISTAXIS WITH MCC	20896	
EPISTAXIS WITHOUT MCC	8744.5	
OTITIS MEDIA AND URI WITH MCC	6503	
OTITIS MEDIA AND URI WITHOUT MCC	8213	
"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH MCC"	9329	
"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH CC"	14243	
"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITHOUT CC/MCC"	10430	
DENTAL AND ORAL DISEASES WITH MCC	12351	
DENTAL AND ORAL DISEASES WITH CC	13015	
DENTAL AND ORAL DISEASES WITHOUT CC/MCC	11225	
MAJOR CHEST PROCEDURES WITH MCC	54281	
MAJOR CHEST PROCEDURES WITH CC	56259	
MAJOR CHEST PROCEDURES WITHOUT CC/MCC	43123.05	
OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH MCC	51957.28	
OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH CC	28937	
OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITHOUT CC/MCC	61866	
PULMONARY EMBOLISM WITH MCC OR ACUTE COR PULMONALE	26852	
PULMONARY EMBOLISM WITHOUT MCC	14810	
RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC	29483	
RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC	18167	
RESPIRATORY INFECTIONS AND INFLAMMATIONS WITHOUT CC/MCC	10504	
RESPIRATORY NEOPLASMS WITH MCC	45790	
RESPIRATORY NEOPLASMS WITH CC	29232.5	
RESPIRATORY NEOPLASMS WITHOUT CC/MCC	3628	
MAJOR CHEST TRAUMA WITH MCC	34400	
MAJOR CHEST TRAUMA WITH CC	19317	
MAJOR CHEST TRAUMA WITHOUT CC/MCC	13252	
PLEURAL EFFUSION WITH MCC	41456	
PLEURAL EFFUSION WITH CC	12848	
PLEURAL EFFUSION WITHOUT CC/MCC	9688.5	
PULMONARY EDEMA AND RESPIRATORY FAILURE	27135	
CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC	22003	
CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC	17026	
CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITHOUT CC/MCC	12632	
SIMPLE PNEUMONIA AND PLEURISY WITH MCC	23905	
SIMPLE PNEUMONIA AND PLEURISY WITH CC	13492	
SIMPLE PNEUMONIA AND PLEURISY WITHOUT CC/MCC	8888	
INTERSTITIAL LUNG DISEASE WITH MCC	26123	
INTERSTITIAL LUNG DISEASE WITH CC	9109	
INTERSTITIAL LUNG DISEASE WITHOUT CC/MCC		
PNEUMOTHORAX WITH MCC	20449	
PNEUMOTHORAX WITH CC	13417.5	
PNEUMOTHORAX WITHOUT CC/MCC	10648	
BRONCHITIS AND ASTHMA WITH CC/MCC	14967	
BRONCHITIS AND ASTHMA WITHOUT CC/MCC	13789	
RESPIRATORY SIGNS AND SYMPTOMS	15516	
OTHER RESPIRATORY SYSTEM DIAGNOSES WITH MCC	24139.5	
OTHER RESPIRATORY SYSTEM DIAGNOSES WITHOUT MCC	6618	
RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT >96 HOURS	71891	
RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS	36174	
OTHER HEART ASSIST SYSTEM IMPLANT	121558	
CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WITH MCC		
CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WITH CC		
CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WITHOUT CC/MCC		
CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC		
CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH CC		
CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITHOUT CC/MCC		
"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITH AMI, HF OR SHOCK WITH MCC"	162209	
"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITH AMI, HF OR SHOCK WITHOUT MCC"		
"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITHOUT AMI, HF OR SHOCK WITH MCC"	208029	
"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITHOUT AMI, HF OR SHOCK WITHOUT MCC"	165473	
CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATHETERIZATION WITH MCC	155042	
CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC	139411	
OTHER CARDIOTHORACIC PROCEDURES WITH MCC	27986	
OTHER CARDIOTHORACIC PROCEDURES WITHOUT MCC		
CORONARY BYPASS WITH PTCA WITH MCC		
CORONARY BYPASS WITH PTCA WITHOUT MCC		
CORONARY BYPASS WITH CARDIAC CATHETERIZATION WITH MCC		
CORONARY BYPASS WITH CARDIAC CATHETERIZATION WITHOUT MCC		
CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITH MCC		
CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC		
AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH MCC	83005.52	
AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH CC	39661.76	
AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITHOUT CC/MCC		
PERMANENT CARDIAC PACEMAKER IMPLANT WITH MCC	65089	
PERMANENT CARDIAC PACEMAKER IMPLANT WITH CC	71928	
PERMANENT CARDIAC PACEMAKER IMPLANT WITHOUT CC/MCC	67055	
AICD GENERATOR PROCEDURES	114230.66	
PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES OR STENTS	50139	
PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITHOUT MCC	42526	
PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH NON-DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES OR STENTS		
PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH NON-DRUG-ELUTING STENT WITHOUT MCC	42599	
PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT CORONARY ARTERY STENT WITH MCC	34973	
PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT CORONARY ARTERY STENT WITHOUT MCC	34417.5	
OTHER VASCULAR PROCEDURES WITH MCC	95314	
OTHER VASCULAR PROCEDURES WITH CC	50889.88	
OTHER VASCULAR PROCEDURES WITHOUT CC/MCC	26433.48	
UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH MCC		
UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH CC	41037.36	
UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITHOUT CC/MCC		
CARDIAC PACEMAKER DEVICE REPLACEMENT WITH MCC	39354	
CARDIAC PACEMAKER DEVICE REPLACEMENT WITHOUT MCC	45384	
CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH MCC	52261	
CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH CC	83846	
CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITHOUT CC/MCC		
VEIN LIGATION AND STRIPPING		
OTHER CIRCULATORY SYSTEM O.R. PROCEDURES	22321	
AICD LEAD PROCEDURES		
ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC		
ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC		
AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITH MCC	60583	
AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITHOUT MCC	213467.07	
OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH MCC	67910	
OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH CC	26984	
OTHER MAJOR CARDIOVASCULAR PROCEDURES WITHOUT CC/MCC	35250.37	
PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITH MCC		
PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITHOUT MCC		
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC"	25173	
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC"	17722	
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC"	15825	
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC"	23582	
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH CC"	11315	
"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITHOUT CC/MCC"	6966	
"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC"	30189	
"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC"	20875	
ACUTE AND SUBACUTE ENDOCARDITIS WITH MCC	96996	
ACUTE AND SUBACUTE ENDOCARDITIS WITH CC		
ACUTE AND SUBACUTE ENDOCARDITIS WITHOUT CC/MCC		
HEART FAILURE AND SHOCK WITH MCC	18149	
HEART FAILURE AND SHOCK WITH CC	13834	
HEART FAILURE AND SHOCK WITHOUT CC/MCC	10405	
DEEP VEIN THROMBOPHLEBITIS WITH CC/MCC	8596	
DEEP VEIN THROMBOPHLEBITIS WITHOUT CC/MCC		
"CARDIAC ARREST, UNEXPLAINED WITH MCC"	20595.3	
"CARDIAC ARREST, UNEXPLAINED WITH CC"	17339	
"CARDIAC ARREST, UNEXPLAINED WITHOUT CC/MCC"		
PERIPHERAL VASCULAR DISORDERS WITH MCC	23717	
PERIPHERAL VASCULAR DISORDERS WITH CC	17796	
PERIPHERAL VASCULAR DISORDERS WITHOUT CC/MCC	10568	
ATHEROSCLEROSIS WITH MCC	16220	
ATHEROSCLEROSIS WITHOUT MCC	8883	
HYPERTENSION WITH MCC	10711	
HYPERTENSION WITHOUT MCC	11181	
CARDIAC CONGENITAL AND VALVULAR DISORDERS WITH MCC		
CARDIAC CONGENITAL AND VALVULAR DISORDERS WITHOUT MCC	11287	
CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC	15216	
CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC	12258	
CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC	9225	
ANGINA PECTORIS	12757	
SYNCOPE AND COLLAPSE	12874	
CHEST PAIN	9479	
OTHER CIRCULATORY SYSTEM DIAGNOSES WITH MCC	36422	
OTHER CIRCULATORY SYSTEM DIAGNOSES WITH CC	9333	
OTHER CIRCULATORY SYSTEM DIAGNOSES WITHOUT CC/MCC	8291	
OTHER ENDOVASCULAR CARDIAC VALVE PROCEDURES WITH MCC		
OTHER ENDOVASCULAR CARDIAC VALVE PROCEDURES WITHOUT MCC		
"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH MCC"	101165.17	
"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH CC"	51393.5	
"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITHOUT CC/MCC"	16273.94	
MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC	60299.82	
MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC	61653.24	
MAJOR SMALL AND LARGE BOWEL PROCEDURES WITHOUT CC/MCC	34714.82	
RECTAL RESECTION WITH MCC		
RECTAL RESECTION WITH CC		
RECTAL RESECTION WITHOUT CC/MCC		
PERITONEAL ADHESIOLYSIS WITH MCC	114458.67	
PERITONEAL ADHESIOLYSIS WITH CC	40323.86	
PERITONEAL ADHESIOLYSIS WITHOUT CC/MCC	22811.8	
APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITH MCC		
APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITH CC	35500.86	
APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC	28137.08	
APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITH MCC	14932.26	
APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITH CC	29842.17	
APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC	14795.12	
MINOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC		
MINOR SMALL AND LARGE BOWEL PROCEDURES WITH CC	115141.18	
MINOR SMALL AND LARGE BOWEL PROCEDURES WITHOUT CC/MCC	19593.56	
ANAL AND STOMAL PROCEDURES WITH MCC	32120.26	
ANAL AND STOMAL PROCEDURES WITH CC		
ANAL AND STOMAL PROCEDURES WITHOUT CC/MCC	9672.31	
INGUINAL AND FEMORAL HERNIA PROCEDURES WITH MCC	67672.14	
INGUINAL AND FEMORAL HERNIA PROCEDURES WITH CC	17497.22	
INGUINAL AND FEMORAL HERNIA PROCEDURES WITHOUT CC/MCC	10317.58	
HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITH MCC	59179.35	
HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITH CC	23108.16	
HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITHOUT CC/MCC	21679.29	
OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITH MCC	59656	
OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITH CC	30204.08	
OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITHOUT CC/MCC	17701.18	
MAJOR ESOPHAGEAL DISORDERS WITH MCC	28614.34	
MAJOR ESOPHAGEAL DISORDERS WITH CC	24817.64	
MAJOR ESOPHAGEAL DISORDERS WITHOUT CC/MCC	7686	
MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITH MCC	26714	
MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITH CC	18760	
MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITHOUT CC/MCC	13504	
DIGESTIVE MALIGNANCY WITH MCC	20780	
DIGESTIVE MALIGNANCY WITH CC	20444	
DIGESTIVE MALIGNANCY WITHOUT CC/MCC	16562	
GASTROINTESTINAL HEMORRHAGE WITH MCC	27456	
GASTROINTESTINAL HEMORRHAGE WITH CC	17388	
GASTROINTESTINAL HEMORRHAGE WITHOUT CC/MCC	10829.66	
COMPLICATED PEPTIC ULCER WITH MCC	25848.05	
COMPLICATED PEPTIC ULCER WITH CC	19214.7	
COMPLICATED PEPTIC ULCER WITHOUT CC/MCC	4878	
UNCOMPLICATED PEPTIC ULCER WITH MCC		
UNCOMPLICATED PEPTIC ULCER WITHOUT MCC	4755	
INFLAMMATORY BOWEL DISEASE WITH MCC	17271	
INFLAMMATORY BOWEL DISEASE WITH CC	16114	
INFLAMMATORY BOWEL DISEASE WITHOUT CC/MCC	9551	
GASTROINTESTINAL OBSTRUCTION WITH MCC	27396	
GASTROINTESTINAL OBSTRUCTION WITH CC	13296	
GASTROINTESTINAL OBSTRUCTION WITHOUT CC/MCC	11030	
"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC"	14824	
"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC"	9945.5	
OTHER DIGESTIVE SYSTEM DIAGNOSES WITH MCC	21230	
OTHER DIGESTIVE SYSTEM DIAGNOSES WITH CC	13312.54	
OTHER DIGESTIVE SYSTEM DIAGNOSES WITHOUT CC/MCC	9233	
"PANCREAS, LIVER AND SHUNT PROCEDURES WITH MCC"	46491.46	
"PANCREAS, LIVER AND SHUNT PROCEDURES WITH CC"		
"PANCREAS, LIVER AND SHUNT PROCEDURES WITHOUT CC/MCC"	24968.62	
BILIARY TRACT PROCEDURES EXCEPT ONLY CHOLECYSTECTOMY WITH OR WITHOUT C.D.E. WITH MCC		
BILIARY TRACT PROCEDURES EXCEPT ONLY CHOLECYSTECTOMY WITH OR WITHOUT C.D.E. WITH CC		
BILIARY TRACT PROCEDURES EXCEPT ONLY CHOLECYSTECTOMY WITH OR WITHOUT C.D.E. WITHOUT CC/MCC		
CHOLECYSTECTOMY WITH C.D.E. WITH MCC		
